id,market_id,crop_id,price_per_kg_rwf,source,source_count,reported_at
e6036b05-4933-4478-b67b-b459ce54cea0,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,490,esoko_feed,11,2026-04-16T08:00:00Z
8652ce6f-2cac-4a0b-ac56-9bf6a03ced98,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,494,esoko_feed,2,2026-04-17T08:00:00Z
0b98b7f4-285d-4659-97fb-d873398f4a7d,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,519,esoko_feed,4,2026-04-18T08:00:00Z
cc77485d-2a56-4c61-a574-c652a15fbbc4,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,516,esoko_feed,7,2026-04-19T08:00:00Z
a0926770-422c-4347-8b24-f09cf5c9042f,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,495,esoko_feed,5,2026-04-20T08:00:00Z
dfa13ec2-ae12-4ebe-ac4c-bd3af9a320bd,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,530,esoko_feed,7,2026-04-21T08:00:00Z
3ab7c5a0-11f3-4b6d-a1c0-5d2bace96f8b,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,487,esoko_feed,8,2026-04-22T08:00:00Z
d33fba29-5857-49d1-94fd-64a82a5ac1ca,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,487,esoko_feed,7,2026-04-23T08:00:00Z
d6e215c3-c5de-41f5-a12b-f0769ecf339f,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,514,esoko_feed,2,2026-04-24T08:00:00Z
bdd544a2-5e90-4574-9bdb-8caa5800f395,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,521,esoko_feed,10,2026-04-25T08:00:00Z
8e47e4d4-3806-42e0-8b20-f27706baeb87,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,490,esoko_feed,8,2026-04-26T08:00:00Z
e9fb9100-5a19-4cb4-bfd0-f47a7d182650,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,488,esoko_feed,6,2026-04-27T08:00:00Z
07e4105c-ecbc-466e-9721-9fff3acdac53,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,527,esoko_feed,11,2026-04-28T08:00:00Z
a361818b-3609-44d9-8008-80d6669ee022,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,531,esoko_feed,7,2026-04-29T08:00:00Z
f669aa42-9d51-4dcd-a5b6-20d6ec69a5b7,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,515,esoko_feed,3,2026-04-30T08:00:00Z
7adcb761-94a3-459a-ace4-ec05974e7d88,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,489,esoko_feed,5,2026-05-01T08:00:00Z
1d233b12-62cc-440e-8a62-9fb7460aee5e,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,527,esoko_feed,3,2026-05-02T08:00:00Z
ec8ef522-3b13-4a61-a974-355c7d440977,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,531,esoko_feed,3,2026-05-03T08:00:00Z
87b12d5e-fb34-49c9-9864-53fe1286ae14,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,507,esoko_feed,9,2026-05-04T08:00:00Z
760d8851-3edc-448a-ba3f-59f2de52ed18,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,521,esoko_feed,7,2026-05-05T08:00:00Z
2a8efc23-1f1a-44f9-ab4a-92a2ba7be7f7,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,579,esoko_feed,7,2026-04-06T08:00:00Z
980b0048-72f4-4eaf-9cc0-47571eb477a9,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,583,esoko_feed,6,2026-04-07T08:00:00Z
22bde4cd-04f9-4962-9bb0-3471ecc74c48,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,613,esoko_feed,12,2026-04-08T08:00:00Z
46563e36-3565-4a4d-aa7d-4952c0b5f31d,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,610,esoko_feed,11,2026-04-09T08:00:00Z
c3e524c9-4507-482f-8da4-8e6d7afa0df8,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,610,esoko_feed,10,2026-04-10T08:00:00Z
29bec244-6f8a-4a9e-87ba-67a3da7467f3,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,616,esoko_feed,4,2026-04-11T08:00:00Z
d925866e-867d-4d98-bbd5-0c0542af778d,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,601,esoko_feed,6,2026-04-12T08:00:00Z
501393cd-86ff-4252-aeb2-99421ccc94fb,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,633,esoko_feed,12,2026-04-13T08:00:00Z
4485f761-607e-4e09-adf8-dfa14ca2245f,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,616,esoko_feed,5,2026-04-14T08:00:00Z
7af3150e-5790-4e66-b52c-8575d177cb68,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,616,esoko_feed,2,2026-04-15T08:00:00Z
efb5a1c6-6103-4d58-b48d-47899bfdaa00,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,589,esoko_feed,2,2026-04-16T08:00:00Z
c4ef3595-ea64-43ef-8b29-f6e7c784540f,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,625,esoko_feed,8,2026-04-17T08:00:00Z
54342fff-9817-485a-840f-1a60c4f87881,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,593,esoko_feed,5,2026-04-18T08:00:00Z
7f5c4a83-e997-4ebd-bbb6-65c6acdca2b5,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,632,esoko_feed,11,2026-04-19T08:00:00Z
b792232d-95d0-4a82-9258-303a6a4fc016,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,631,esoko_feed,7,2026-04-20T08:00:00Z
e17b48d1-e7a6-4179-bd93-4746dc039707,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,591,esoko_feed,9,2026-04-21T08:00:00Z
8d2f656a-9da9-4907-96a7-5cf9b15e8d3e,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,603,esoko_feed,12,2026-04-22T08:00:00Z
7f61f211-e7ef-481e-a6e0-fd9a046c63b7,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,607,esoko_feed,6,2026-04-23T08:00:00Z
e667cfbd-cd26-49f9-973c-f6fe46585edd,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,588,esoko_feed,10,2026-04-24T08:00:00Z
461d65f4-e0f6-4a37-8444-e4631349ff0c,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,613,esoko_feed,11,2026-04-25T08:00:00Z
83c02a37-9014-4d79-b92a-92195e4737ed,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,607,esoko_feed,11,2026-04-26T08:00:00Z
d6dbc707-1d8e-47cd-a275-9f0d7f12a88f,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,606,esoko_feed,5,2026-04-27T08:00:00Z
ae554423-54cf-41c1-ad2d-e65aabf63778,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,643,esoko_feed,4,2026-04-28T08:00:00Z
9f6364dc-424b-41a1-a6b3-ecb1cb0f7c8b,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,614,esoko_feed,3,2026-04-29T08:00:00Z
414ea6fa-a30c-4f33-a6db-78400b3223af,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,630,esoko_feed,3,2026-04-30T08:00:00Z
fd3d455d-a670-4ab3-90d4-c681f7d7694e,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,593,esoko_feed,4,2026-05-01T08:00:00Z
82acd882-a8dd-497b-9d18-950a5fc9b25c,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,633,esoko_feed,8,2026-05-02T08:00:00Z
0db67096-2592-48e6-9cc2-3388441b7e35,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,622,esoko_feed,8,2026-05-03T08:00:00Z
e0dddfc9-3ebd-4d13-9569-049ea3677acc,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,609,esoko_feed,9,2026-05-04T08:00:00Z
d3377c5b-30ee-4486-b826-854211c535e3,f987b6cf-eaac-4b77-9c4c-10842ee0ef58,ca9d6ee8-388f-4a18-9b31-77f9aa4a0804,619,esoko_feed,10,2026-05-05T08:00:00Z
69825206-016c-46c3-9903-d19001caf109,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,828,esoko_feed,2,2026-04-06T08:00:00Z
b7cb67a6-4f57-42f0-8000-55bff471985c,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,815,esoko_feed,3,2026-04-07T08:00:00Z
aaf809dd-9d41-419a-8712-2cb65e8942ce,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,816,esoko_feed,10,2026-04-08T08:00:00Z
a3d11c6e-62a3-4452-ac75-c13b1793265d,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,822,esoko_feed,12,2026-04-09T08:00:00Z
eace7c39-24b7-4293-98e9-37f9f7a1b878,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,790,esoko_feed,6,2026-04-10T08:00:00Z
8f83acdc-e60b-4f32-8575-cd28db6c5ee8,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,798,esoko_feed,9,2026-04-11T08:00:00Z
a33f6b5d-2106-4b66-bddf-b8dbeb328193,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,764,esoko_feed,6,2026-04-12T08:00:00Z
5a6a02f8-f885-4fc6-a091-9cbfb4823f39,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,843,esoko_feed,4,2026-04-13T08:00:00Z
aff93e1d-7e3f-49a8-8508-32be5593debe,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,807,esoko_feed,3,2026-04-14T08:00:00Z
902722c2-4b61-4a8e-bc6a-44a767441bdc,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,837,esoko_feed,6,2026-04-15T08:00:00Z
ed849001-1b09-43f2-bfae-dd3fa5637d3d,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,835,esoko_feed,10,2026-04-16T08:00:00Z
4471f13d-3a03-4298-a942-e5aa047d2d70,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,817,esoko_feed,4,2026-04-17T08:00:00Z
b63fbb99-47e0-4ddf-955a-a9df50a666ca,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,799,esoko_feed,4,2026-04-18T08:00:00Z
63a16ed3-f9c9-432c-9153-bd57a6861445,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,813,esoko_feed,10,2026-04-19T08:00:00Z
f1c5d721-6221-4efb-9d1b-9201e5de6f96,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,845,esoko_feed,11,2026-04-20T08:00:00Z
77c8113e-4dd1-4355-bfee-b6e3a46c8131,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,797,esoko_feed,2,2026-04-21T08:00:00Z
826483d3-65f6-4d73-9eb4-f9225c58dc27,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,781,esoko_feed,7,2026-04-22T08:00:00Z
b8c1d7f9-926b-42de-8913-c904aba4a32b,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,844,esoko_feed,6,2026-04-23T08:00:00Z
0966390d-9c2f-4a6f-88ba-d783b9e788b5,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,793,esoko_feed,5,2026-04-24T08:00:00Z
bdd542ae-9ec9-4741-b174-351f6ad0f2f2,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,846,esoko_feed,3,2026-04-25T08:00:00Z
c036740d-5567-415c-86d1-8c9bdcad6329,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,782,esoko_feed,9,2026-04-26T08:00:00Z
077cac76-374c-4566-a558-8f6295afadef,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,842,esoko_feed,10,2026-04-27T08:00:00Z
6ecd3e80-a206-4d69-8daa-5d434daf7f66,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,839,esoko_feed,4,2026-04-28T08:00:00Z
4b573711-4743-40af-9c11-8c97fab77d3a,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,831,esoko_feed,10,2026-04-29T08:00:00Z
dd7f874c-849f-4d91-8f75-13d2a42df7b0,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,791,esoko_feed,10,2026-04-30T08:00:00Z
a7b88611-9a93-46e7-b188-104ad6e5df1e,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,850,esoko_feed,8,2026-05-01T08:00:00Z
34a0825d-6b8d-4e16-b2eb-bbc940462a6c,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,858,esoko_feed,10,2026-05-02T08:00:00Z
743230d7-78a8-46eb-ac0a-627de4680cdf,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,842,esoko_feed,5,2026-05-03T08:00:00Z
996c8616-0234-4383-973d-ac7f9df6d84f,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,839,esoko_feed,8,2026-05-04T08:00:00Z
c705caf7-bc25-4d7e-9d88-41a22023260c,34673b3c-46d5-42bd-a614-43dfbc126bf1,2efcdf9f-fb07-42f3-ad79-eeb0a095abcc,863,esoko_feed,12,2026-05-05T08:00:00Z
56b41550-588a-4767-83ad-0ffb82e93b61,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,296,esoko_feed,10,2026-04-06T08:00:00Z
56fdda9b-10ff-4eac-a32e-3b8fac320cf8,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,298,esoko_feed,5,2026-04-07T08:00:00Z
7a43f559-de52-4921-bd84-0d0673777369,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,292,esoko_feed,7,2026-04-08T08:00:00Z
6efba0b8-6834-4f8e-9656-0e23bd60cfcf,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,286,esoko_feed,10,2026-04-09T08:00:00Z
b766e0ad-c599-45e2-8d96-cf3084202d04,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,293,esoko_feed,5,2026-04-10T08:00:00Z
75e9c807-319f-486b-91e5-70a2ace4b993,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,286,esoko_feed,12,2026-04-11T08:00:00Z
f31efa63-b8ff-4cf2-8b3e-c2078e0299bb,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,288,esoko_feed,3,2026-04-12T08:00:00Z
e73a93c0-39fe-4882-833d-b1fba9ee15cb,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,314,esoko_feed,7,2026-04-13T08:00:00Z
051b046e-aee6-40f5-8c68-50edc18fd365,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,289,esoko_feed,5,2026-04-14T08:00:00Z
a853e2b7-90dc-47c4-bf75-e1e0259404d0,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,295,esoko_feed,9,2026-04-15T08:00:00Z
96537f42-e4be-4959-8b5a-4144387205d8,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,294,esoko_feed,4,2026-04-16T08:00:00Z
e9b8ed9c-d1ed-419a-a8df-5dcc27135d62,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,310,esoko_feed,11,2026-04-17T08:00:00Z
3937383b-0c0f-47ad-96bf-07e047c3bbd2,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,305,esoko_feed,5,2026-04-18T08:00:00Z
2e0a753f-8d3f-44d3-9acb-122d7ec6c15a,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,312,esoko_feed,8,2026-04-19T08:00:00Z
427aadb1-1b92-4dfb-8336-f03ffddc750f,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,294,esoko_feed,3,2026-04-20T08:00:00Z
6d3e2efe-e395-476a-84a2-cada0f525b41,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,309,esoko_feed,7,2026-04-21T08:00:00Z
dccce5cc-fb64-4118-9fae-53b45b14ebb0,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,302,esoko_feed,9,2026-04-22T08:00:00Z
35e9965e-ae43-4152-8108-388f81eaef59,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,316,esoko_feed,2,2026-04-23T08:00:00Z
45b29b2a-2969-4c7b-9a82-1f8743e87654,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,310,esoko_feed,12,2026-04-24T08:00:00Z
84da2c14-841f-485f-8817-2dde8460de7c,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,293,esoko_feed,8,2026-04-25T08:00:00Z
d363d2bc-628c-4230-a97a-e17f211670d4,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,312,esoko_feed,3,2026-04-26T08:00:00Z
85d3418a-45a0-4798-a221-22a6bd611575,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,298,esoko_feed,5,2026-04-27T08:00:00Z
25bd7b39-cd37-4b3f-9309-03d0ee408099,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,307,esoko_feed,4,2026-04-28T08:00:00Z
4ac4c7b3-9cb2-449a-a604-90fd707a22b3,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,304,esoko_feed,6,2026-04-29T08:00:00Z
2a1c1611-6cf4-4546-8132-89588ba2b50b,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,306,esoko_feed,3,2026-04-30T08:00:00Z
8b46c7ca-a0c8-4085-8e99-7ee239b1ec45,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,305,esoko_feed,10,2026-05-01T08:00:00Z
8f2a2615-b90a-4f9e-93d5-098bb1243eea,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,295,esoko_feed,12,2026-05-02T08:00:00Z
05e33837-f975-4c71-9a1e-0687a2cebff2,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,323,esoko_feed,2,2026-05-03T08:00:00Z
5262244f-e19e-4400-8710-c73f5b289011,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,322,esoko_feed,5,2026-05-04T08:00:00Z
2e5ddada-94ad-481c-98d3-63a251a15f05,34673b3c-46d5-42bd-a614-43dfbc126bf1,5592ef37-fb68-49f3-8ad9-7a432d37b7e9,298,esoko_feed,9,2026-05-05T08:00:00Z
927a5bc4-4657-40c0-bfb3-033825e334c2,34673b3c-46d5-42bd-a614-43dfbc126bf1,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,648,esoko_feed,8,2026-04-06T08:00:00Z
2d6a3fb6-c818-4f6f-ac4b-0461a3a09954,34673b3c-46d5-42bd-a614-43dfbc126bf1,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,676,esoko_feed,4,2026-04-07T08:00:00Z
ea22f4b2-35b8-4c70-b7da-82afc0085762,34673b3c-46d5-42bd-a614-43dfbc126bf1,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,643,esoko_feed,8,2026-04-08T08:00:00Z
01328320-c405-415e-9101-1361372d73fa,34673b3c-46d5-42bd-a614-43dfbc126bf1,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,636,esoko_feed,9,2026-04-09T08:00:00Z
97aa5f46-f18c-4042-90fb-caacd7a4ad6c,34673b3c-46d5-42bd-a614-43dfbc126bf1,a1f01ef8-bbee-4b27-8d00-2aa400abd3d5,638,esoko_feed,10,2026-04-10T08:00:00Z
